   No. ,   SiO2  ,   Al2O3 ,   Na2O  ,   F     ,   K2O   ,   MnO   ,   CaO   ,   MgO   ,   TiO2  ,   FeO   ,   Cr2O3 ,   NiO   ,   Cl    ,   Rb2O  ,   BaO   ,  Total  ,Comment  ,Location,Sample,type,   Si  ,   Al,   Na  ,   K,   Mn ,   Ca,   Mg ,   Ti ,   Fe,   Cr,   Ni   ,   Rb ,   Ba   ,   Cl    ,   F     ,OH
107,42.15,11.49,0.17,1.25,10.77,0.01,0,25.84,2.03,3.29,,,,,,96.48,mrwy46a_phl4_8 ,STM,MRWY46,lava+xeno,5.89,1.89,0.05,1.92,0,0,5.38,0.32,0.38,0,0,0,0,0,0.55,3.45
108,42.92,11.34,0.2,1.06,10.72,0.03,0.01,25.59,1.98,2.76,,,,,,96.17,mrwy46a_phl4_9 ,STM,MRWY46,lava+xeno,5.98,1.86,0.05,1.91,0,0,5.31,0.31,0.32,0,0,0,0,0,0.47,3.53
109,42.29,12.21,0.18,1.49,10.97,0.02,0.01,25.46,2.15,2.73,,,,,,96.87,mrwy46a_phl5_1 ,STM,MRWY46,lava+xeno,5.87,2,0.05,1.94,0,0,5.27,0.34,0.32,0,0,0,0,0,0.66,3.34
110,41.58,11.93,0.16,1.12,10.96,0.03,0.01,24.97,2.2,2.65,,,,,,95.13,mrwy46a_phl5_2 ,STM,MRWY46,lava+xeno,5.87,1.99,0.04,1.97,0,0,5.25,0.35,0.31,0,0,0,0,0,0.5,3.5
111,42.8,12.32,0.2,1.33,10.89,0.02,0.01,24.18,2.15,2.68,,,,,,96.01,mrwy46a_phl5_3 ,STM,MRWY46,lava+xeno,5.97,2.03,0.05,1.94,0,0,5.03,0.34,0.31,0,0,0,0,0,0.59,3.41
112,41.83,12.16,0.18,1.26,10.95,0.03,0.02,25.1,2.16,2.66,,,,,,95.82,mrwy46a_phl5_4 ,STM,MRWY46,lava+xeno,5.87,2.01,0.05,1.96,0,0,5.25,0.34,0.31,0,0,0,0,0,0.56,3.44
113,41.77,12.16,0.13,1.42,11.1,0.01,0,25.21,2.21,2.64,,,,,,96.06,mrwy46a_phl5_5 ,STM,MRWY46,lava+xeno,5.85,2.01,0.03,1.98,0,0,5.27,0.35,0.31,0,0,0,0,0,0.63,3.37
114,42.78,11.04,0.33,1.39,10.92,0.02,0.01,25.19,2.49,2.65,,,,,,96.22,mrwy46a_phl5_6 ,STM,MRWY46,lava+xeno,5.97,1.81,0.09,1.94,0,0,5.24,0.39,0.31,0,0,0,0,0,0.61,3.39
115,42.62,11.34,0.22,1.3,10.82,0.02,0.01,25.18,2.28,2.56,,,,,,95.81,mrwy46a_phl5_7 ,STM,MRWY46,lava+xeno,5.96,1.87,0.06,1.93,0,0,5.25,0.36,0.3,0,0,0,0,0,0.57,3.43
116,42.1,12.06,0.18,1.52,11.19,0.02,0.03,25.41,2.13,2.71,,,,,,96.72,mrwy46a_phl5_8 ,STM,MRWY46,lava+xeno,5.87,1.98,0.05,1.99,0,0,5.28,0.34,0.32,0,0,0,0,0,0.67,3.33
118,42.51,11.69,0.17,1.19,10.92,0.01,0.02,25.66,2.21,3.32,,,,,,97.19,mrwy46a_phl6_1 Line 002 ,STM,MRWY46,lava+xeno,5.89,1.91,0.05,1.93,0,0,5.3,0.35,0.38,0,0,0,0,0,0.52,3.48
119,42.13,11.59,0.18,1.18,10.91,0.05,0.01,25.68,2.22,3.28,,,,,,96.72,mrwy46a_phl6_1 Line 003 ,STM,MRWY46,lava+xeno,5.87,1.9,0.05,1.94,0.01,0,5.33,0.35,0.38,0,0,0,0,0,0.52,3.48
120,42.41,11.76,0.17,1.19,11,0,0.02,25.7,2.1,2.97,,,,,,96.82,mrwy46a_phl6_1 Line 004 ,STM,MRWY46,lava+xeno,5.89,1.93,0.05,1.95,0,0,5.32,0.33,0.35,0,0,0,0,0,0.52,3.48
121,41.47,11.18,0.14,1.11,10.82,0.02,0.03,26.05,2.14,2.93,,,,,,95.41,mrwy46a_phl6_1 Line 005 ,STM,MRWY46,lava+xeno,5.85,1.86,0.04,1.95,0,0,5.48,0.34,0.35,0,0,0,0,0,0.5,3.5
122,44.25,9.41,0.19,1.17,10.15,0.04,0.39,26.42,1.4,4.13,,,,,,97.05,mrwy46a_phl6_1 Line 006 ,STM,MRWY46,lava+xeno,6.15,1.54,0.05,1.8,0,0.06,5.47,0.22,0.48,0,0,0,0,0,0.51,3.49
123,42.35,11.98,0.16,1.25,10.93,0.01,0.03,25.48,2.4,3.04,,,,,,97.11,mrwy46a_phl6_1 Line 007 ,STM,MRWY46,lava+xeno,5.86,1.95,0.04,1.93,0,0,5.26,0.37,0.35,0,0,0,0,0,0.55,3.45
124,42.52,11.76,0.23,1.13,10.91,0.01,0.07,24.75,2.53,3.33,,,,,,96.79,mrwy46a_phl6_1 Line 008 ,STM,MRWY46,lava+xeno,5.9,1.92,0.06,1.93,0,0.01,5.12,0.4,0.39,0,0,0,0,0,0.5,3.5
125,41.44,12.18,0.17,1,10.8,0.02,0.02,24.26,3.27,3.89,,,,,,96.61,mrwy46a_phl6_1 Line 009 ,STM,MRWY46,lava+xeno,5.76,1.99,0.05,1.91,0,0,5.03,0.51,0.45,0,0,0,0,0,0.44,3.56
126,41.62,11.98,0.18,1.09,11,0.02,0.01,23.64,3.26,4.72,,,,,,97.05,mrwy46a_phl6_1 Line 010 ,STM,MRWY46,lava+xeno,5.79,1.96,0.05,1.95,0,0,4.9,0.51,0.55,0,0,0,0,0,0.48,3.52
127,41.48,11.83,0.17,0.94,10.77,0.02,0.01,22.52,3.43,6.42,,,,,,97.2,mrwy46a_phl6_1 Line 011 ,STM,MRWY46,lava+xeno,5.79,1.95,0.05,1.92,0,0,4.69,0.54,0.75,0,0,0,0,0,0.41,3.59
128,40.97,11.95,0.21,0.85,10.67,0.04,0.03,21.59,3.76,6.9,,,,,,96.6,mrwy46a_phl6_1 Line 012 ,STM,MRWY46,lava+xeno,5.76,1.98,0.06,1.91,0.01,0,4.52,0.6,0.81,0,0,0,0,0,0.38,3.62
129,40.57,11.8,0.17,0.96,10.65,0.04,0.01,21.52,4.04,7.27,,,,,,96.61,mrwy46a_phl6_1 Line 013 ,STM,MRWY46,lava+xeno,5.71,1.96,0.05,1.91,0,0,4.52,0.64,0.86,0,0,0,0,0,0.43,3.57
130,40.61,11.7,0.18,0.81,10.79,0.04,0,21.8,3.82,7.07,,,,,,96.48,mrwy46a_phl6_1 Line 014 ,STM,MRWY46,lava+xeno,5.73,1.94,0.05,1.94,0,0,4.58,0.61,0.83,0,0,0,0,0,0.36,3.64
131,41.39,11.89,0.17,0.82,10.73,0.02,0.01,21.86,3.67,7.14,,,,,,97.35,mrwy46a_phl6_1 Line 015 ,STM,MRWY46,lava+xeno,5.77,1.96,0.05,1.91,0,0,4.55,0.58,0.83,0,0,0,0,0,0.36,3.64
132,40.85,11.69,0.18,0.84,10.81,0.01,0.01,22.26,3.56,6.95,,,,,,96.8,mrwy46a_phl6_1 Line 016 ,STM,MRWY46,lava+xeno,5.74,1.94,0.05,1.94,0,0,4.67,0.57,0.82,0,0,0,0,0,0.37,3.63
133,41.01,11.68,0.18,0.97,10.73,0.05,0.02,22.25,3.57,6.9,,,,,,96.94,mrwy46a_phl6_1 Line 017 ,STM,MRWY46,lava+xeno,5.76,1.93,0.05,1.92,0.01,0,4.66,0.57,0.81,0,0,0,0,0,0.43,3.57
134,40.92,11.59,0.27,0.8,10.78,0.03,0.04,21.05,3.5,6.67,,,,,,95.32,mrwy46a_phl6_1 Line 018 ,STM,MRWY46,lava+xeno,5.83,1.95,0.08,1.96,0,0.01,4.47,0.56,0.79,0,0,0,0,0,0.36,3.64
135,40.75,11.86,0.18,0.88,10.75,0.02,0.02,22.07,3.67,6.86,,,,,,96.69,mrwy46a_phl6_1 Line 019 ,STM,MRWY46,lava+xeno,5.73,1.97,0.05,1.93,0,0,4.63,0.58,0.81,0,0,0,0,0,0.39,3.61
136,40.8,11.6,0.16,0.84,10.7,0.04,0.02,22.26,3.57,6.71,,,,,,96.34,mrwy46a_phl6_1 Line 020 ,STM,MRWY46,lava+xeno,5.75,1.93,0.04,1.92,0,0,4.68,0.57,0.79,0,0,0,0,0,0.37,3.63
138,42.65,11.1,0.2,1.31,11,0.02,0.01,25.56,2.31,3.48,,,,,,97.08,mrwy46a_phl6_1 Line 021 Line 002 ,STM,MRWY46,lava+xeno,5.92,1.82,0.05,1.95,0,0,5.29,0.36,0.4,0,0,0,0,0,0.57,3.43
139,43.22,10.64,0.15,0.98,9.8,0.04,0.13,25.21,2,2.99,,,,,,94.74,mrwy46a_phl6_1 Line 021 Line 003 ,STM,MRWY46,lava+xeno,6.08,1.76,0.04,1.76,0.01,0.02,5.29,0.32,0.35,0,0,0,0,0,0.44,3.56
140,41.2,11.95,0.19,0.91,10.73,0.05,0.02,22.66,3.39,6.08,,,,,,96.8,mrwy46a_phl6_1 Line 021 Line 004 ,STM,MRWY46,lava+xeno,5.77,1.97,0.05,1.92,0.01,0,4.73,0.54,0.71,0,0,0,0,0,0.4,3.6
141,40.93,11.86,0.19,0.89,10.81,0.03,0.01,22,3.74,6.81,,,,,,96.9,mrwy46a_phl6_1 Line 021 Line 005 ,STM,MRWY46,lava+xeno,5.74,1.96,0.05,1.93,0,0,4.6,0.59,0.8,0,0,0,0,0,0.39,3.61
142,41.56,11.82,0.18,1,10.88,0.04,0.01,22.18,3.52,6.56,,,,,,97.33,mrwy46a_phl6_1 Line 021 Line 006 ,STM,MRWY46,lava+xeno,5.8,1.94,0.05,1.94,0,0,4.61,0.55,0.77,0,0,0,0,0,0.44,3.56
143,41.34,11.71,0.17,0.92,10.55,0.02,0.02,22.38,3.52,6.57,,,,,,96.8,mrwy46a_phl6_1 Line 021 Line 007 ,STM,MRWY46,lava+xeno,5.79,1.93,0.05,1.88,0,0,4.67,0.56,0.77,0,0,0,0,0,0.41,3.59
144,40.76,11.57,0.18,0.76,10.76,0.07,0.02,23.07,3.46,6.44,,,,,,96.76,mrwy46a_phl6_1 Line 021 Line 008 ,STM,MRWY46,lava+xeno,5.72,1.91,0.05,1.93,0.01,0,4.83,0.55,0.76,0,0,0,0,0,0.34,3.66
145,41.48,11.79,0.2,0.76,10.88,0.05,0,22.19,3.39,6.4,,,,,,96.81,mrwy46a_phl6_1 Line 021 Line 009 ,STM,MRWY46,lava+xeno,5.81,1.95,0.05,1.94,0.01,0,4.63,0.54,0.75,0,0,0,0,0,0.34,3.66
146,40.87,11.82,0.26,0.83,10.9,0.04,0.02,22.29,3.7,6.57,,,,,,96.95,mrwy46a_phl6_1 Line 021 Line 010 ,STM,MRWY46,lava+xeno,5.73,1.95,0.07,1.95,0,0,4.66,0.58,0.77,0,0,0,0,0,0.37,3.63
147,40.85,12.17,0.28,0.59,10.91,0.04,0.02,21.27,4.08,7.01,,,,,,96.96,mrwy46a_phl6_1 Line 021 Line 011 ,STM,MRWY46,lava+xeno,5.71,2.01,0.08,1.95,0,0,4.44,0.64,0.82,0,0,0,0,0,0.26,3.74
148,40.29,12.48,0.2,0.83,10.59,0.03,0.01,20.78,4.54,7.34,,,,,,96.73,mrwy46a_phl6_1 Line 021 Line 012 ,STM,MRWY46,lava+xeno,5.65,2.06,0.05,1.89,0,0,4.34,0.72,0.86,0,0,0,0,0,0.37,3.63
149,40.1,12.28,0.19,0.72,10.68,0.02,0.01,21.03,4.42,7.22,,,,,,96.38,mrwy46a_phl6_1 Line 021 Line 013 ,STM,MRWY46,lava+xeno,5.64,2.04,0.05,1.92,0,0,4.41,0.7,0.85,0,0,0,0,0,0.32,3.68
150,40.68,11,0.21,1.64,10.75,0.03,0.04,20.37,4.13,6.49,,,,,,94.64,mrwy46a_phl6_1 Line 021 Line 014 ,STM,MRWY46,lava+xeno,5.85,1.86,0.06,1.97,0,0.01,4.36,0.67,0.78,0,0,0,0,0,0.74,3.26
151,41.48,11.91,0.17,0.92,10.72,0.05,0.01,21.6,4.18,6.72,,,,,,97.37,mrwy46a_phl6_1 Line 021 Line 015 ,STM,MRWY46,lava+xeno,5.76,1.95,0.04,1.9,0.01,0,4.47,0.66,0.78,0,0,0,0,0,0.4,3.6
152,41.39,11.96,0.16,0.73,10.66,0.01,0.01,21.04,4.09,6.6,,,,,,96.33,mrwy46a_phl6_1 Line 021 Line 016 ,STM,MRWY46,lava+xeno,5.8,1.97,0.04,1.91,0,0,4.4,0.65,0.77,0,0,0,0,0,0.32,3.68
153,40.98,11.87,0.19,0.9,10.77,0.03,0.02,22,4.21,6.46,,,,,,97.05,mrwy46a_phl6_1 Line 021 Line 017 ,STM,MRWY46,lava+xeno,5.72,1.95,0.05,1.92,0,0,4.57,0.66,0.75,0,0,0,0,0,0.4,3.6
154,40.68,12.08,0.19,0.93,10.75,0.04,0,22.01,4.35,6.38,,,,,,97.01,mrwy46a_phl6_1 Line 021 Line 018 ,STM,MRWY46,lava+xeno,5.67,1.99,0.05,1.91,0,0,4.58,0.68,0.74,0,0,0,0,0,0.41,3.59
155,40.68,11.91,0.17,0.84,10.79,0.01,0.01,22.23,4.5,6,,,,,,96.78,mrwy46a_phl6_1 Line 021 Line 019 ,STM,MRWY46,lava+xeno,5.67,1.96,0.05,1.92,0,0,4.62,0.71,0.7,0,0,0,0,0,0.37,3.63
156,41.09,12.15,0.17,0.86,10.81,0.03,0.02,22.24,4.56,5.71,,,,,,97.25,mrwy46a_phl6_1 Line 021 Line 020 ,STM,MRWY46,lava+xeno,5.69,1.98,0.04,1.91,0,0,4.59,0.71,0.66,0,0,0,0,0,0.37,3.63
157,38.33,15.77,0.32,0.72,10.4,0.25,0.01,14.46,1.36,16.19,,,,,,97.51,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.63,2.73,0.09,1.95,0.03,0,3.16,0.22,1.99,0,0,0,0,0,0.33,3.67
158,37.91,15.39,0.28,0.76,10.1,0.25,0.02,14.65,1.32,16.54,,,,,,96.89,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.61,2.68,0.08,1.91,0.03,0,3.23,0.22,2.05,0,0,0,0,0,0.35,3.65
159,38.66,16.22,0.51,0.65,10.38,0.18,0.02,13.67,1.28,16.08,,,,,,97.36,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.67,2.8,0.15,1.94,0.02,0,2.99,0.21,1.97,0,0,0,0,0,0.3,3.7
160,38.23,15.55,0.33,0.7,10.27,0.23,0.01,14.47,1.34,16.71,,,,,,97.54,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.62,2.7,0.09,1.93,0.03,0,3.17,0.22,2.05,0,0,0,0,0,0.33,3.67
161,38.69,15.71,0.68,0.7,10.24,0.21,0.01,13.15,1.29,15.06,,,,,,95.45,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.77,2.76,0.2,1.95,0.03,0,2.92,0.22,1.88,0,0,0,0,0,0.33,3.67
162,38.32,15.69,0.35,0.55,10.12,0.23,0.01,14.47,1.34,16.69,,,,,,97.52,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.62,2.71,0.1,1.9,0.03,0,3.16,0.22,2.05,0,0,0,0,0,0.25,3.75
163,38.07,15.4,0.33,0.62,10.1,0.22,0,14.58,1.39,16.74,,,,,,97.18,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.61,2.68,0.09,1.9,0.03,0,3.21,0.23,2.06,0,0,0,0,0,0.29,3.71
164,39,16.19,0.7,0.68,10.23,0.22,0.02,13.73,1.3,15.86,,,,,,97.63,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.69,2.79,0.2,1.91,0.03,0,2.99,0.21,1.94,0,0,0,0,0,0.31,3.69
165,38.55,15.24,0.36,0.8,10.09,0.23,0.01,14.97,1.31,16.37,,,,,,97.59,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.65,2.63,0.1,1.89,0.03,0,3.27,0.22,2.01,0,0,0,0,0,0.37,3.63
166,38.55,15.6,0.35,0.62,10.14,0.24,0,14.44,1.41,16.54,,,,,,97.63,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.65,2.69,0.1,1.9,0.03,0,3.15,0.23,2.03,0,0,0,0,0,0.29,3.71
167,38.2,15.55,0.22,0.89,10.45,0.23,0.01,15.3,1.4,15.77,,,,,,97.63,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.6,2.69,0.06,1.95,0.03,0,3.34,0.23,1.93,0,0,0,0,0,0.41,3.59
168,38.38,15.68,0.28,0.75,10.24,0.19,0.02,15.25,1.33,15.74,,,,,,97.54,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.62,2.7,0.08,1.91,0.02,0,3.33,0.22,1.93,0,0,0,0,0,0.35,3.65
169,38.36,15.23,0.19,0.78,10.58,0.2,0.01,15.19,1.4,15.94,,,,,,97.56,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.63,2.63,0.05,1.98,0.02,0,3.32,0.23,1.96,0,0,0,0,0,0.36,3.64
170,37.63,16.22,0.48,0.61,10.25,0.23,0.02,14.19,1.57,16.49,,,,,,97.44,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.53,2.81,0.14,1.92,0.03,0,3.11,0.26,2.03,0,0,0,0,0,0.28,3.72
171,38.41,15.18,0.29,0.66,9.97,0.23,0.03,14.66,1.34,16.35,,,,,,96.84,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.67,2.64,0.08,1.88,0.03,0.01,3.22,0.22,2.02,0,0,0,0,0,0.31,3.69
172,38.53,16.39,0.95,0.63,10.02,0.21,0.07,13.16,1.3,15.13,,,,,,96.12,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.7,2.86,0.27,1.89,0.03,0.01,2.9,0.22,1.87,0,0,0,0,0,0.3,3.7
173,38.44,16.03,0.58,0.85,10.18,0.22,0.06,15.09,1.31,15.52,,,,,,97.92,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.6,2.75,0.16,1.89,0.03,0.01,3.28,0.22,1.89,0,0,0,0,0,0.39,3.61
174,36.5,16.64,0.27,0.75,10.48,0.21,0.01,14.53,1.51,17.02,,,,,,97.59,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.39,2.9,0.08,1.98,0.03,0,3.2,0.25,2.1,0,0,0,0,0,0.35,3.65
175,38.23,15.58,0.32,0.71,10.1,0.23,0,14.68,1.39,16.8,,,,,,97.74,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.61,2.69,0.09,1.89,0.03,0,3.21,0.23,2.06,0,0,0,0,0,0.33,3.67
176,39.21,16.28,0.56,0.75,10.25,0.21,0.01,14.15,1.34,15.29,,,,,,97.72,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.7,2.79,0.16,1.9,0.03,0,3.07,0.22,1.86,0,0,0,0,0,0.34,3.66
177,36.78,16.05,0.17,0.9,10.14,0.16,0.03,15.85,1.95,14.73,,,,,,96.37,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.43,2.79,0.05,1.91,0.02,0,3.49,0.32,1.82,0,0,0,0,0,0.42,3.58
178,37.82,15.56,0.36,0.74,9.81,0.2,0.04,15.24,1.2,15.41,,,,,,96.06,mrwy47_phl1_1 ,STM,MRWY47,cumul,5.61,2.72,0.1,1.86,0.02,0.01,3.37,0.2,1.91,0,0,0,0,0,0.35,3.65
179,36.89,19.1,0.17,0.33,12.33,0.19,0.12,9.41,2.15,20.22,,,,,,100.75,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.35,3.27,0.05,2.28,0.02,0.02,2.04,0.35,2.45,0,0,0,0,0,0.15,3.85
180,35.69,15.11,1.73,0.77,10.12,0.16,0.14,15.22,2.33,14.79,,,,,,95.74,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.35,2.67,0.5,1.93,0.02,0.02,3.4,0.39,1.85,0,0,0,0,0,0.36,3.64
181,39.12,15.18,0.29,0.92,10.81,0.17,0.03,16.06,1.45,15.03,,,,,,98.66,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.66,2.59,0.08,1.99,0.02,0,3.46,0.24,1.82,0,0,0,0,0,0.42,3.58
182,38.41,15.46,0.18,0.91,10.56,0.17,0.01,16.4,1.35,14.94,,,,,,98.01,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.59,2.65,0.05,1.96,0.02,0,3.56,0.22,1.82,0,0,0,0,0,0.42,3.58
183,38.31,15.45,0.21,0.51,10.25,0.24,0.01,14.63,1.4,16.84,,,,,,97.63,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.62,2.67,0.06,1.92,0.03,0,3.2,0.23,2.07,0,0,0,0,0,0.24,3.76
184,38.82,14.52,0.14,0.52,9.32,0.18,0.17,15.69,1.53,14.42,,,,,,95.09,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.75,2.53,0.04,1.76,0.02,0.03,3.46,0.26,1.78,0,0,0,0,0,0.24,3.76
185,37.45,15.65,0.11,0.94,10.76,0.12,0.01,16.79,1.74,14.2,,,,,,97.38,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.47,2.7,0.03,2.01,0.01,0,3.66,0.29,1.74,0,0,0,0,0,0.43,3.57
186,38.26,15.73,0.28,0.68,10.4,0.22,0,14.52,1.44,16.94,,,,,,98.17,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.59,2.71,0.08,1.94,0.03,0,3.17,0.24,2.07,0,0,0,0,0,0.32,3.68
187,39.42,14.08,0.25,0.52,9.11,0.22,0.14,14.94,1.27,15.19,,,,,,94.91,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.86,2.47,0.07,1.73,0.03,0.02,3.31,0.21,1.89,0,0,0,0,0,0.25,3.75
188,38.32,16.23,0.43,0.47,10.26,0.24,0.01,14.14,1.38,16.51,,,,,,97.77,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.6,2.8,0.12,1.91,0.03,0,3.08,0.23,2.02,0,0,0,0,0,0.22,3.78
189,36.5,15.74,0.17,0.7,10.34,0.19,0.02,15.87,1.7,15.92,,,,,,96.85,mrwy47_phl2_1 ,STM,MRWY47,cumul,5.4,2.75,0.05,1.95,0.02,0,3.5,0.28,1.97,0,0,0,0,0,0.33,3.67
2,40.7,13.25,0.08,0.76,10.32,0.03,0.05,24.91,1.86,3.41,,,,,,96.97,mrwy33_1_1 ,BaT,MRWY33,lava,5.75,2.21,0.02,1.86,0,0.01,5.25,0.3,0.4,0,0,0,0,0,0.34,3.66
3,40.54,13.64,0.06,0.76,10.83,0.02,0.05,24.18,1.79,4.05,,,,,,97.39,mrwy33_1_2 ,BaT,MRWY33,lava,5.73,2.27,0.02,1.95,0,0.01,5.09,0.29,0.48,0,0,0,0,0,0.34,3.66
4,40.85,12.99,0.11,0.81,10.84,0.03,0.03,24.81,1.93,3.07,,,,,,97.13,mrwy33_1_3 ,BaT,MRWY33,lava,5.77,2.16,0.03,1.95,0,0,5.23,0.31,0.36,0,0,0,0,0,0.36,3.64
5,41.02,12.99,0.07,0.91,10.87,0.02,0.05,25.11,1.88,3.2,,,,,,97.45,mrwy33_1_4 ,BaT,MRWY33,lava,5.77,2.15,0.02,1.95,0,0.01,5.27,0.3,0.38,0,0,0,0,0,0.4,3.6
6,41.12,13,0.1,0.85,10.67,0.01,0.04,25.28,1.82,3.24,,,,,,97.25,mrwy33_1_5 ,BaT,MRWY33,lava,5.77,2.15,0.03,1.91,0,0.01,5.29,0.29,0.38,0,0,0,0,0,0.38,3.62
7,41.35,12.86,0.09,0.86,10.93,0.02,0.02,25.32,1.83,3.31,,,,,,97.62,mrwy33_1_6 ,BaT,MRWY33,lava,5.79,2.12,0.02,1.95,0,0,5.28,0.29,0.39,0,0,0,0,0,0.38,3.62
8,42.26,6.01,1,3.79,10.25,0.05,0.02,21.73,5.23,8.66,,,,,,100.1,mrwy33_1_7 ,BaT,MRWY33,lava,6.03,1.01,0.28,1.87,0.01,0,4.62,0.84,1.03,0,0,0,0,0,1.71,2.29
9,41.55,7.46,0.7,3.72,10.21,0.06,0.07,21.92,5.02,7.74,,,,,,99.45,mrwy33_1_8 ,BaT,MRWY33,lava,5.93,1.26,0.19,1.86,0.01,0.01,4.67,0.81,0.92,0,0,0,0,0,1.68,2.32
10,41.71,7.71,0.69,3.73,10.11,0.06,0.05,22.09,5.34,7.27,,,,,,100.03,mrwy33_1_9 ,BaT,MRWY33,lava,5.91,1.29,0.19,1.83,0.01,0.01,4.66,0.85,0.86,0,0,0,0,0,1.67,2.33
11,41.19,13.1,0.13,0.83,10.98,0.02,0.02,25.16,1.91,3.21,,,,,,97.74,mrwy33_1_10 ,BaT,MRWY33,lava,5.76,2.16,0.04,1.96,0,0,5.25,0.3,0.38,0,0,0,0,0,0.37,3.63
12,40.95,13.17,0.14,0.83,11.1,0.01,0.02,25.06,1.93,3.05,,,,,,97.65,mrwy33_1_11 ,BaT,MRWY33,lava,5.75,2.18,0.04,1.99,0,0,5.25,0.31,0.36,0,0,0,0,0,0.37,3.63
13,41.28,13.07,0.16,0.83,10.86,0.02,0.03,24.57,2.09,3.11,,,,,,98.03,mrwy33_1_12 ,BaT,MRWY33,lava,5.79,2.16,0.04,1.95,0,0.01,5.14,0.33,0.36,0,0,0,0,0,0.37,3.63
15,41.62,12.9,0.25,0.8,10.83,0.04,0.04,23.62,2.55,3.43,,,,,,98.36,mrwy33_1_14 ,BaT,MRWY33,lava,5.83,2.13,0.07,1.93,0,0.01,4.93,0.4,0.4,0,0,0,0,0,0.36,3.64
16,41.62,12.89,0.25,0.88,10.72,0,0.05,23.82,2.42,3.32,,,,,,98.12,mrwy33_1_15 ,BaT,MRWY33,lava,5.83,2.13,0.07,1.92,0,0.01,4.98,0.38,0.39,0,0,0,0,0,0.39,3.61
17,40.99,13.21,0.08,0.81,10.88,0.03,0.03,24.86,1.94,2.98,,,,,,97.82,mrwy33_1_16 ,BaT,MRWY33,lava,5.77,2.19,0.02,1.95,0,0,5.21,0.31,0.35,0,0,0,0,0,0.36,3.64
18,41.18,13.15,0.17,0.85,10.81,0.02,0.03,24.59,2.03,3.08,,,,,,97.86,mrwy33_1_17 ,BaT,MRWY33,lava,5.79,2.18,0.05,1.94,0,0,5.15,0.32,0.36,0,0,0,0,0,0.38,3.62
19,41.51,13.13,0.15,0.8,11.03,0.04,0.02,24.36,2.34,3.19,,,,,,98.73,mrwy33_phl3_1 ,BaT,MRWY33,lava,5.79,2.16,0.04,1.96,0,0,5.06,0.37,0.37,0,0,0,0,0,0.35,3.65
20,41.34,12.71,0.11,0.88,10.79,0.03,0.04,25.51,1.89,3.42,,,,,,97.39,mrwy33_phl3_2 ,BaT,MRWY33,lava,5.78,2.09,0.03,1.93,0,0.01,5.32,0.3,0.4,0,0,0,0,0,0.39,3.61
21,41.57,13.22,0.09,0.88,10.92,0.03,0.02,24.67,2.15,3.25,,,,,,98.75,mrwy33_phl3_3 ,BaT,MRWY33,lava,5.79,2.17,0.02,1.94,0,0,5.12,0.34,0.38,0,0,0,0,0,0.39,3.61
22,41.22,13.17,0.12,0.75,11.01,0.01,0.02,24.63,2,3.12,,,,,,97.94,mrwy33_phl3_4 ,BaT,MRWY33,lava,5.79,2.18,0.03,1.97,0,0,5.15,0.32,0.37,0,0,0,0,0,0.33,3.67
23,41.09,13.3,0.07,0.81,10.94,0.04,0.02,24.65,1.92,3.26,,,,,,97.99,mrwy33_phl3_5 ,BaT,MRWY33,lava,5.77,2.2,0.02,1.96,0,0,5.16,0.3,0.38,0,0,0,0,0,0.36,3.64
24,40.93,13.09,0.13,0.73,11.04,0.03,0.01,24.65,1.97,3.13,,,,,,97.52,mrwy33_phl4_1 ,BaT,MRWY33,lava,5.77,2.18,0.04,1.99,0,0,5.18,0.31,0.37,0,0,0,0,0,0.33,3.67
